Database	Submitter
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Guangdong Provincial Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Fujian Provincial Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Fujian Provincial Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Qinghai Center for Disease Control and Prevention
GISAID	Jilin Center for Disease Control and Prevention
GISAID	Maanshan Center for Disease Control and Prevention, Microbiology Laboratory
GISAID	Maanshan Center for Disease Control and Prevention, Microbiology Laboratory
GISAID	Zhejiang University School of Medicine, First Affiliated Hospital, National Clinical Research Center for Infectious Diseases, State Key Laboratory for Diagnosis and Treatment of Infectious Diseases
GISAID	Zhejiang University School of Medicine, First Affiliated Hospital, National Clinical Research Center for Infectious Diseases, State Key Laboratory for Diagnosis and Treatment of Infectious Diseases
GISAID	Zhejiang University School of Medicine, First Affiliated Hospital, National Clinical Research Center for Infectious Diseases, State Key Laboratory for Diagnosis and Treatment of Infectious Diseases
GISAID	Zhejiang University School of Medicine, First Affiliated Hospital, National Clinical Research Center for Infectious Diseases, State Key Laboratory for Diagnosis and Treatment of Infectious Diseases
GISAID	Zhejiang University School of Medicine, First Affiliated Hospital, National Clinical Research Center for Infectious Diseases, State Key Laboratory for Diagnosis and Treatment of Infectious Diseases
GISAID	Zhejiang University School of Medicine, First Affiliated Hospital, National Clinical Research Center for Infectious Diseases, State Key Laboratory for Diagnosis and Treatment of Infectious Diseases
GISAID	Zhejiang University School of Medicine, First Affiliated Hospital, National Clinical Research Center for Infectious Diseases, State Key Laboratory for Diagnosis and Treatment of Infectious Diseases
